SMILES of Virtual Hit Molecule;Enamine ID;Rank
O=C(NC1[C@H]2[C@@H]1CN(c1ncnc3c1[nH]c(C)c3)C2)C1ON=C(CC)C1;m_274310____14112724____15942448____15869892;26
O=C(NCCC(N(C)c1ncnc2c1[nH]c(C)c2)C)C1C(C)CC(C)O1;m_274310____15937372____12658332____15869892;26
O=C(NCCC1(Nc2ncnc3c2[nH]c(C)c3)CCC1)CC(OC)(C)C;m_274310____15938382____15939526____15869892;27
O=C(NCCC1CC(Nc2ncnc3c2[nH]c(C)c3)C1)CC(O)CCC;m_274310____15937752____15942470____15869892;28
FC1(C(=O)NCC(O)CNc2ncnc3c2[nH]c(C)c3)CCOCC1;m_274310____14112866____14119452____15869892;28
O=C(NCC1OCC2(CN(c3ncnc4c3[nH]c(C)c4)C2)C1)[C@H](OC)C;m_274310____15937656____15939588____15869892;28
O=C(NC1C(C)N(c2ncnc3c2[nH]c(C)c3)CCC1C)C(OC)C;m_274310____15937454____12657992____15869892;29
Brc1[nH]c2c(N3C[C@H](O)C[C@@H](C(=O)OC)C3)nc(Cl)nc2c1;Z4026446329;30
O=C(CC(COC)C)N1CC2N(c3ncnc4c3[nH]c(C)c4)CC(C1)C2;m_274310____15938238____14120682____15869892;30
O=C(CC1(COC)CC1)N1CC(Nc2ncnc3c2[nH]c(C)c3)C(C)C1;m_274310____14113046____12658402____15869892;30
O=C(CC(O)C(C)C)N1C(C)CC(CNc2ncnc3c2[nH]c(C)c3)C1;m_274310____14113140____15941896____15869892;31
O=C(C(OC)C1CC1)N1CC(N(C)c2ncnc3c2[nH]c(C)c3)CCC1;m_274310____14112742____12658318____15869892;31
O=C(NCCN(c1ncnc2c1[nH]c(C)c2)C1CC1)C(OC)CC(C)C;m_274310____14112758____14119102____15869892;31
O=C(NC1C2(CCC1CNc1ncnc3c1[nH]c(C)c3)CCC2)[C@H](O)C;m_274310____15938174____15942712____15869892;32
O=C(COC)N1C(C2N(c3ncnc4c3[nH]c(C)c4)CCC2)CCCC1;m_274310____14112720____12170228____15869892;32
O=C(NC1C2(Nc3ncnc4c3[nH]c(C)c4)CC(C1)CC2)[C@H]1OCCC1;m_274310____15938252____12658218____15869892;32
O=C(N1CC(Nc2ncnc3c2[nH]c(C)c3)C1)C12CC(OC)(CC1)CC2;m_274310____15937386____15944430____15869892;32
O=C(N1CC(CCO)N(c2ncnc3c2[nH]c(C)c3)CC1)C1(C)CCC1;m_274310____15937612____14118996____15869892;32
O=C(N(CC(Nc1ncnc2c1[nH]c(C)c2)C)C)C1CC(OC)CCC1;m_274310____14113170____14116454____15869892;32
O=C(NC1(CNc2ncnc3c2[nH]c(C)c3)CCCC1)C1OC(C)CC1;m_274310____14112810____15941862____15869892;32
O=C(NCC(Nc1ncnc2c1[nH]c(C)c2)C1CC1)C(CCOC)CC;m_274310____14112692____15944994____15869892;32
O=C(NC1CN(c2ncnc3c2[nH]c(C)c3)C(C)C1)CC1C(C)CCO1;m_274310____15938050____15945318____15869892;33
O=C(CO)N1CC23C(C1)(CN(c1ncnc4c1[nH]c(C)c4)C2)CCC3;m_274310____15937964____15943396____15869892;33
O=C([C@@H](O)C)N1CC2(OCCN(c3ncnc4c3[nH]c(C)c4)C2)CCC1;m_274310____15937556____15943476____15869892;33
O=C(C(OC)C1CC1)N1CC(CNc2ncnc3c2[nH]c(C)c3)(C)CC1;m_274310____14112946____12658318____15869892;33
O=C(NCC12OCC(Nc3ncnc4c3[nH]c(C)c4)(C1)CC2)C(CC)C;m_274310____15938212____12657900____15869892;34
O=C(NCCC(Nc1ncnc2c1[nH]c(C)c2)C)C1OC2(CC1)CCC2;m_274310____14112744____15944176____15869892;34
O=C(NC1CC(Nc2ncnc3c2[nH]c(C)c3)C1)C12OCC(C1)CCC2;m_274310____14112710____15945282____15869892;34
O=C(NC(CC1CCN(c2ncnc3c2[nH]c(C)c3)CC1)C)CCOC;m_274310____15937818____12170234____15869892;34
O=C(NCCC(Nc1ncnc2c1[nH]c(C)c2)(C)C)C1ON=C(CC)C1;m_274310____15937426____15942448____15869892;34
O=C(NCC(CNc1ncnc2c1[nH]c(C)c2)C)C1ON=C(C(C)C)C1;m_274310____14112832____15944294____15869892;34
O=C(NCC(N(C)c1ncnc2c1[nH]c(C)c2)C)C1OCC2(C1)CCC2;m_274310____14113110____15944278____15869892;35
O=C(NC1C2C(CN(c3ncnc4c3[nH]c(C)c4)C2)C1)C1C(OCC)C1;m_274310____15937524____12657950____15869892;35
O=C(NCCC1(O)CCN(c2ncnc3c2[nH]c(C)c3)CC1)C(C)(C)C;m_274310____15938124____14115518____15869892;36
O=C(CC(O)CC)N1CC(C)(C)CC(Nc2ncnc3c2[nH]c(C)c3)C1;m_274310____15937732____15941200____15869892;36
O=C(C(OC)(C)C)N1CC2N(c3ncnc4c3[nH]c(C)c4)C(C1)CCC2;m_274310____14112912____15940296____15869892;36
O=C(NC(CN(C)c1ncnc2c1[nH]c(C)c2)C)C1(OC)CCCCC1;m_274310____14112878____15942782____15869892;36
O=C(NCC(Nc1ncnc2c1[nH]c(C)c2)C(C)C)CC1C(C)CCO1;m_274310____14112856____15945318____15869892;37
O=C(N1CC(C(Nc2ncnc3c2[nH]c(C)c3)C)OCC1)C1C2(C1)CC2;m_274310____14113136____14116668____15869892;37
O=C(C(OC)C)N1CCC(C2(Nc3ncnc4c3[nH]c(C)c4)CC2)CC1;m_274310____15937884____12657992____15869892;37
O=C(CC(COC)(C)C)N1CCC(Nc2ncnc3c2[nH]c(C)c3)CC1;m_274310____14112654____14121384____15869892;37
O=C(N(C)C1CN(c2ncnc3c2[nH]c(C)c3)CC1)C(OC)(C)C1CC1;m_274310____14112800____15940966____15869892;38
O=C(N1CCC(CN(CC)c2ncnc3c2[nH]c(C)c3)CC1)C1(O)CC1;m_274310____14113084____15941446____15869892;39
O=C(NC1(COC)CCN(c2ncnc3c2[nH]c(C)c3)CC1)C(CC)C;m_274310____15937470____12657900____15869892;39
O=C(NC1C(C)C2N(c3ncnc4c3[nH]c(C)c4)C(C1)CC2)C(CO)C;m_274310____15937616____15943438____15869892;40
O=C(N[C@@H]1CN(c2ncnc3c2[nH]c(C)c3)CC1)CC1C2OC(C1)CC2;m_274310____14112796____14121138____15869892;40
O=C(NC1(C2CN(c3ncnc4c3[nH]c(C)c4)CCC2)CC1)C(CO)C;m_274310____15937990____15943438____15869892;40
O=C(NCC1CN(c2ncnc3c2[nH]c(C)c3)CC1)C1(C)OCCC1;m_274310____14112754____15941478____15869892;40
O=C(NC1CC(CNc2ncnc3c2[nH]c(C)c3)C1)C1OC(CC)CC1;m_274310____14113150____14121038____15869892;41
O=C(N1CC(N(C)c2ncnc3c2[nH]c(C)c3)CC1)C1C2(C1)CC(O)C2;m_274310____14112648____15944802____15869892;41
O=C(CCOC)N1CC2(C(CNc3ncnc4c3[nH]c(C)c4)C1)CCC2;m_274310____15937518____12170234____15869892;41
O=C(N1CC2(C1)CN(c1ncnc3c1[nH]c(C)c3)C2)C1C(OC)CCC1;m_274310____15937932____14121250____15869892;41
O=C(NCC1(CNc2ncnc3c2[nH]c(C)c3)CC1)C1(COC)CCC1;m_274310____15937456____14118856____15869892;41
Brc1c2nc(Cl)nc(N3C4C(OC)C5CC4C(C3)C5)c2[nH]c1;Z2613155266;42
O=C(NC1CCC(Nc2ncnc3c2[nH]c(C)c3)CC1)CCC(OC)C;m_274310____14112728____12658244____15869892;42
O=C(N1C(CCNc2ncnc3c2[nH]c(C)c3)CCCC1)C1CC(O)C1;m_274310____14112848____15943652____15869892;43
O=C(CC(OC)C)N1C(C(Nc2ncnc3c2[nH]c(C)c3)C)CCCC1;m_274310____14112670____12658018____15869892;43
O=C(NCC1(Nc2ncnc3c2[nH]c(C)c3)CCCC1)C1CC(C)OC1;m_274310____14112836____14121252____15869892;44
O=C(NCC1(Nc2ncnc3c2[nH]c(C)c3)CC1)c1cc(OC)ccc1;m_274310____14112892____14115580____15869892;44
FC(CNC(=O)C(O)C1CCC1)=C1CN(c2ncnc3c2[nH]c(C)c3)C1;m_274310____15937928____15939406____15869892;44
O=C(NCC1OC2(CN(c3ncnc4c3[nH]c(C)c4)C2)CCC1)CC;m_274310____15937576____12170230____15869892;44
O=C(NCC1CC(Nc2ncnc3c2[nH]c(C)c3)C1)C(OCC)C(C)C;m_274310____14113438____14120878____15869892;44
O=C(CC1(OC)CC1)N1CCC(N(C)c2ncnc3c2[nH]c(C)c3)CC1;m_274310____15937352____15942250____15869892;44
O=C(NCC1(CNc2ncnc3c2[nH]c(C)c3)CCC1)C1C(C)(C)CO1;m_274310____15937376____15939578____15869892;44
O=C(NCC(Nc1ncnc2c1[nH]c(C)c2)C)CC1C(C)(C)C(O)C1;m_274310____14112730____15941762____15869892;45
O=C(NCC1(Nc2ncnc3c2[nH]c(C)c3)COC1)C1CN(C)CCC1;m_274310____15937808____15943744____15869892;45
O=C(N[C@@H]1CN(c2ncnc3c2[nH]c(C)c3)CCC1)C1C(C(C)C)(C)C1;m_274310____14112788____14120668____15869892;46
O=C(NC1C2(C(Nc3ncnc4c3[nH]c(C)c4)C1)CCOCC2)C1CC1;m_274310____15937684____12185802____15869892;46
O=C(NC(CNc1ncnc2c1[nH]c(C)c2)(CC)CC)C1OCCCC1;m_274310____15938396____12658190____15869892;46
O=C(N1C[C@H](Nc2ncnc3c2[nH]c(C)c3)CC1)C1(C2OCCC2)CC1;m_274310____14112646____15940738____15869892;47
O=C(NCCN(CCC)c1ncnc2c1[nH]c(C)c2)CC1(OC)CCC1;m_274310____14112756____12658290____15869892;47
O=C(CC1C2(C(O)C1)CCC2)N1CC(Nc2ncnc3c2[nH]c(C)c3)C1;m_274310____15937386____15945284____15869892;48
O=C(NC(CCNc1ncnc2c1[nH]c(C)c2)C)C1(C)OCCCC1;m_274310____14112868____15941536____15869892;48
O=C(NCC1(C2CC2)CN(c2ncnc3c2[nH]c(C)c3)CC1)CC(C)C;m_274310____15937886____12657780____15869892;48
O=C(N[C@H]1[C@@H](C)CN(c2ncnc3c2[nH]c(C)c3)C1)C1CC(C)OCC1;m_274310____15937874____14120574____15869892;48
O=C(NC1(C)CN(c2ncnc3c2[nH]c(C)c3)CCC1)CC(COC)C;m_274310____15937534____14120682____15869892;49
O=C(NCC(Nc1ncnc2c1[nH]c(C)c2)(C)C)C1(OC(C)C)CCC1;m_274310____15937404____15940408____15869892;49
O=C(NC(C)C1(O)CN(c2ncnc3c2[nH]c(C)c3)CC1)c1ncoc1;m_274310____15938308____12658046____15869892;50
O=C(C(O)C)N1C(C)CC2(C1)CCN(c1ncnc3c1[nH]c(C)c3)CC2;m_274310____14113362____15943424____15869892;50
O=C(NCC12CC(CNc3ncnc4c3[nH]c(C)c4)(OC1)C2)C1(C)CC1;m_274310____15938022____14116762____15869892;51
O=C(NCC1CC(CNc2ncnc3c2[nH]c(C)c3)OC1)C1C(C)(C)C1;m_274310____15938304____12658200____15869892;51
O=C(C(OC)C1COCC1)N1CCN(c2ncnc3c2[nH]c(C)c3)CC1;m_274310____14112630____14121474____15869892;51
O=C(NC12CC3(Nc4ncnc5c4[nH]c(C)c5)CC(C1)CC(C2)C3)CO;m_274310____15938312____15943396____15869892;52
O=C(NCC(Nc1ncnc2c1[nH]c(C)c2)CC)C12C(C)(C)OCC1C2;m_274310____14112808____15939914____15869892;52
O=C(NCC[C@@H](Nc1ncnc2c1[nH]c(C)c2)C)C1(O)CSCC1;m_274310____14113064____15940896____15869892;52
O=C(NCC1(Nc2ncnc3c2[nH]c(C)c3)CC1)C12CC(C)(OCC1)C2;m_274310____14112892____15944232____15869892;52
O=C(NCC(N(C)c1ncnc2c1[nH]c(C)c2)C)C(OCC)C1CC1;m_274310____14113110____14121024____15869892;52
O=C(NC1C2C(N(c3ncnc4c3[nH]c(C)c4)C1)CCCC2)C1CCC1;m_274310____15938100____12185804____15869892;53
O=C(NC1CC(CCNc2ncnc3c2[nH]c(C)c3)CC1)[C@H]1COCC1;m_274310____15938106____14118150____15869892;53
O=C(CCC(C)C)N1CC2N(c3ncnc4c3[nH]c(C)c4)C(CC1)CC2;m_274310____14112938____12657830____15869892;53
O=C(NC1C(CNc2ncnc3c2[nH]c(C)c3)CCC1)C1(CC)COC1;m_274310____14112864____15941474____15869892;53
O=C(N1CC(C)(C)C(Nc2ncnc3c2[nH]c(C)c3)C1)C1OCC(C)C1;m_274310____14113190____14122214____15869892;53
O=C(NCC12N(c3ncnc4c3[nH]c(C)c4)C(CC1)CC2)C1(C)COC1;m_274310____15937394____15942102____15869892;54
S(CC(=O)NCC1C2N(c3ncnc4c3[nH]c(C)c4)CC1CCC2)C;m_274310____15938040____12657824____15869892;54
O=C(C(CO)C)N1C(CCNc2ncnc3c2[nH]c(C)c3)C(C)CCC1;m_274310____14113366____15943438____15869892;54
O=C(NC(C)C1OCCN(c2ncnc3c2[nH]c(C)c3)C1)C1CC(C)C1;m_274310____15937846____12658156____15869892;54
O=C(NCC1OCCCN(c2ncnc3c2[nH]c(C)c3)C1)CC(CC)C;m_274310____14113252____12658288____15869892;54
O=C(NC1CC(Nc2ncnc3c2[nH]c(C)c3)(C)C1)C1CCOCCC1;m_274310____15937822____12658308____15869892;54
O=C(N[C@H]1[C@@H](Nc2ncnc3c2[nH]c(C)c3)CCCC1)C1OCCOC1;m_274310____15938230____12657916____15869892;55
O=C(N(CCN(C)c1ncnc2c1[nH]c(C)c2)C)CC(O)(CCC)C;m_274310____14112858____15944758____15869892;55
O=C(CC1(C)OCCC1)N1C[C@H]2C(Nc3ncnc4c3[nH]c(C)c4)[C@H]2C1;m_274310____15937538____15943768____15869892;56
O=C(C(C)C1OCCC1)N1CC(CNc2ncnc3c2[nH]c(C)c3)CC1;m_274310____14112736____14119122____15869892;56
O=C(NCC[C@@H](Nc1ncnc2c1[nH]c(C)c2)C(C)C)C1COCCC1;m_274310____14113162____12658032____15869892;56
Brc1[nH]c2c(N3C[C@]4(O)[C@@H](C4)CC3)nc(Cl)nc2c1;Z4026364458;57
FC1C2(C1)CC(C(=O)NCC(Nc1ncnc3c1[nH]c(C)c3)C(C)C)C2;m_274310____14112856____15944050____15869892;57
FC(C(=O)N1[C@@H]2CN(c3ncnc4c3[nH]c(C)c4)[C@H](C1)C2)C1COCC1;m_274310____14112794____15944434____15869892;57
FC1(C(=O)N2C(C)CC(Nc3ncnc4c3[nH]c(C)c4)C2)COCC1;m_274310____14113176____14121614____15869892;57
O=C(NC1C2N(c3ncnc4c3[nH]c(C)c4)CCC(C2)CC1)C(C)(C)C;m_274310____15937982____14115518____15869892;58
O=C(NCC(Nc1ncnc2c1[nH]c(C)c2)(C)C)CC(C)C1OCCC1;m_274310____15937404____14120378____15869892;58
O=C(N1CC(OC)(CCNc2ncnc3c2[nH]c(C)c3)C1)C1(CO)CC1;m_274310____15938030____15943012____15869892;58
O=C(N1CCN(c2ncnc3c2[nH]c(C)c3)CC1)C1(COC)OCCC1;m_274310____14112630____15942298____15869892;58
O=C(C(COC)C)N1CC(CNc2ncnc3c2[nH]c(C)c3)C(C)CC1;m_274310____14113244____12658040____15869892;58
O=C(NC1CCN(c2ncnc3c2[nH]c(C)c3)CC1)C(CCOC)CC;m_274310____14112662____15944994____15869892;58
