SMILES of Virtual Hit Molecule;Enamine ID;Rank
O=C(NCC1OCCN(c2ncnc3[nH]cnc23)C1)C1(c2cc(OC)ccc2)CCCC1;Z1451076360;17
O=C(NC1C(O)CN(CCOC)CC1)C=1Oc2c(C(=O)C=1)cccc2;m_275030____14113700____14122416____14148176;18
O=C(N([C@@H](C(C)C)CO)Cc1ccc(OC)cc1)CCc1[nH]c2C(=O)NC(=O)N(C)c2n1;Z1680917029;19
O=C(N1C(C2OCCC2)CC(C(=O)OC)CC1)C1=C(C)C(=O)c2c(O1)cccc2;Z3086856065;19
O=C(N1[C@@H](CO)C[C@@H](C(C)(C)C)CC1)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z4095249742;20
O=C(N1C(C2OCCC2)CC(C(=O)OC)CC1)c1cc2OC=CC(=O)c2cc1;Z2963269292;20
O=C(N1C2(CC(N)C1)CCCCC2)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3888767667;20
O=C(NCC(O)(C)C1COCCC1)CN1c2c(Sc3c1cccc3)cccc2;Z3868242765;21
OC[C@@H]1[C@@H](O)[C@@H](O)[C@H](n2c3ncnc(N4CC5(c6c(ccc(O)c6)C4)CC5)c3nc2)O1;Z2186044869;21
O(C)c1cc(CC2CCN(c3nc4n(C)cnc4cn3)CC2)c(O)cc1;Z4027520253;22
O=C(N1C(C(=O)OC)CCC2(C1)CCC2)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3897323010;22
O=C(CC(C)C)N1CC(NC(=O)C=2Oc3c(c(OC)ccc3)C(=O)C=2)CCC1;Z3874170698;23
Fc1cc2OC(C(=O)NC(C(=O)OC)CC3c4c(cccc4)CCC3)=CC(=O)c2cc1;Z2073983633;23
O=C(C(NC(=O)C=1Oc2c(c(OC)ccc2)C(=O)C=1)C(C)C)N1CCCCC1;Z3876104831;24
O(CCn1c(CNC2c3c(c(O)ccc3)CCC2)nc2N(CCC)C(=O)NC(=O)c12)C;Z1845591670;25
Clc1nc(N2CCC(O)(Cc3c(OC)cccc3)CC2)c2ncn(C)c2n1;Z3718884833;25
O=C(NC1C2(N(C(=O)C=3Oc4c(C(=O)C=3)cccc4)CC1)CCC2)CO;m_275592____15865720____15841508____14129018;26
O=C(N(Cc1cc(OC)c(OC)cc1)C1C(C)CCCC1)Cn1c2ncnc(N)c2nc1;Z1581652431;27
Fc1cc2OC(C(=O)NC[C@H]3N(C(OC(C)(C)C)=O)C[C@H](O)C3)=CC(=O)c2cc1;Z2083324423;27
O=C(OC)C(NC(=O)C1=C(C)C(=O)c2c(O1)cccc2)CC1NCCCC1;Z3386297162;27
Brc1cc2OC(C(=O)N3[C@H]4[C@H](N)[C@@H](C3)C[C@@H]4O)=CC(=O)c2cc1;Z3829861385;27
O=C(Nc1cc2C(=O)C=COc2cc1)N1C(C2C(O)CCC(C)C2)CCC1;Z3176688857;27
O=C(CN1c2c(Sc3c1cccc3)cccc2)N1CC2C(CC(O)CC2)CC1;Z2714205559;27
Fc1cc2OC(C(=O)N3C4CC(O)(Cc5ccccc5)CC3CC4)=CC(=O)c2cc1;Z2184309377;27
O(C)c1c(CC2(O)CCN(c3nc(O)c4n(C)cnc4n3)CC2)cccc1;Z3718884828;27
O=C(N1C(C(O)c2ccc(OC)cc2)CCC1)c1cc2OC=CC(=O)c2cc1;Z1997213384;28
O=C(C(C)n1c2ncnc(N)c2nc1)N1[C@H](c2c(OC)cccc2)C[C@H](C)CC1;Z2719771317;28
Clc1cc2OC(C(=O)N3CC(CN4CC(O)CC4)CCC3)=CC(=O)c2cc1;Z2713267676;29
O=C(NC1C2(CNCCC2)CCCC1)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3888846233;29
Clc1cc2OC(C(=O)NC3C(O)(COC)CCOC3)=CC(=O)c2cc1;Z3207493496;29
Fc1c(CC2(O)CC3N(C(=O)Cn4c5ncnc(N)c5nc4)C(C2)CC3)ccc(F)c1;Z1550782188;29
O=C(N1CC2(C(CO)C1)CCNCC2)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3889406584;30
O=C(CCn1c2ncnc(N)c2nc1)N1C(c2c(OC)cccc2)CCC(C)C1;Z2639128025;30
Oc1nc(N2CCC(CCc3ccc(O)cc3)CC2)nc2ncn(C)c12;s_27____215745____15341790;31
O=C(N1CC2C(C(=O)OC)CC(C1)CC2)C1=C(C)C(=O)c2c(O1)cccc2;Z3911199173;32
O=C(NC12C(N(CCCO)CC1)CCC2)C=1Oc2c(C(=O)C=1)cccc2;m_275030____14114316____14122416____14147082;33
O=C(N1C[C@H]2[C@@H](C1)CC[C@@H](O)C2)c1cc2OC=CC(=O)c2cc1;Z2643562146;33
O(C)c1c(OC)ccc(CCC2N(Cc3[nH]c4N(C)C(=O)N(C)C(=O)c4n3)CCCC2)c1;Z1579636392;33
O(C)c1c([C@H]2N(CCn3c4C(=O)N(C)C(=O)N(C)c4nc3)CC[C@H]2O)cccc1;Z3319497698;33
O=C(NCC1(O)CC(Nc2nc3nc[nH]c3cn2)C1)C(CCOC)C;m_274310____15938284____14119722____15870074;33
O=C(N(Cc1ccccc1)CC1(O)CCCC1)CCn1c2ncnc(N)c2nc1;Z2633641726;34
Clc1cc2C(=O)C=C(C(=O)N3C4C(O)C5CC4C(C3)C5)Oc2cc1;Z1998317687;35
O=C(NCC(O)CNc1nc2nc[nH]c2cn1)CC1(OC)CCC1;m_274310____14112866____12658290____15870074;35
OC1CN(c2ncnc3n(-c4ccccc4)cnc23)C(C2COCCC2)C1;Z2613402802;35
OC1CN(c2nc(Nc3ccccc3)c3[nH]cnc3n2)C(C2COCCC2)C1;Z2613402978;35
O=C(N(CC1(O)CCOCC1)C)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3991096634;36
O=C(OC)C(NC(=O)C1=C(C)C(=O)c2c(O1)cccc2)C1c2c(cccc2)CC1;Z3612302150;36
O=C(NC1C2(C(NCCO)C1)CCC2)C=1Oc2c(C(=O)C=1)cccc2;m_275030____14113586____14122416____14147280;36
Clc1ccc(CC2(O)CN(C(=O)CCSc3ncnc4[nH]cnc34)CC2)cc1;Z4053439943;36
O=C(NC(CO)C1CC(OC)CCC1)C(C)n1c2ncnc(N)c2nc1;Z2643662773;36
Clc1cc2C(=O)C=C(C(=O)N3C4C(O)CCC(C4)CC3)Oc2cc1;Z3584997642;37
O=C(N1CCC(C(=O)OCc2n(C)c3C(=O)NC(=O)N(C)c3n2)CC1)c1c(O)ccc(C)c1;Z847468834;38
F[C@H]1[C@H]2N(C(=O)C=3Oc4c(c(OC)ccc4)C(=O)C=3)C[C@H]([C@H]2C(=O)OC)C1;Z3913607040;38
O=C(NCC1(O)CC(CN)C1)CN1c2c(Sc3c1cccc3)cccc2;Z3796708247;38
Fc1c(CC2(O)CC3N(C(=O)CN(C)c4ncnc5nc[nH]c45)C(C2)CC3)ccc(F)c1;Z1550781850;38
Clc1cc2OC(C(=O)NC[C@@H](O)CN3CCCCC3)=CC(=O)c2cc1;Z2779212098;39
Fc1cc2OC(C(=O)N3C4(CC(O)C3)CCC4)=CC(=O)c2cc1;Z3628548877;39
O(C)c1ccc(C(O)C2N(Cc3[nH]c4N(C)C(=O)N(C)C(=O)c4n3)CCC2)cc1;Z1579784710;40
O=C(N(CCn1c2ncnc(N)c2nc1)C)C1c2c(ccc(OC)c2)CCC1;Z2844353740;40
O=C(Nc1cc2C(=O)C=COc2cc1)N1CCC(c2c(OC)cccc2)CCC1;Z3176690792;41
O=C(N1[C@@H]2[C@H](CN)C[C@H]1CC2)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3889129523;41
O=C(NC[C@]12[C@H](NCC1)CCC2)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3888445660;41
O=C(OC1C(=O)N(C2CCCCC2)CC1)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3865419285;41
O=C(N1CC2(c3c(ccc(O)c3)C1)CC2)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3992007795;42
O=C(NC12COC(CN)(CC1)CC2)C=1Oc2c(c(OC)ccc2)C(=O)C=1;m_240690____15266586____16808398;42
O=C(N1C2CN(C)C(=O)CC1CCC2)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3992788779;42
O=C(Nc1cc2C(=O)C=COc2cc1)N1CC2(C(O)CC1)CCOCC2;Z3599058310;42
O=C(OC)C1(NC(=O)C=2Oc3c(c(OC)ccc3)C(=O)C=2)C2C(C2)CC1;m_22____15106204____16808382;42
O=C(NC1CN(C)C2(C1)CCOCC2)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3992785406;43
O=C(NC1C2(C(Nc3ncnc4c3[nH]c(C)c4)C1)CCC2)C(O)COC;m_274310____14113314____15940890____15869892;43
O=C(C)N1C[C@@H]2[C@@H](N(C(=O)C=3Oc4c(c(OC)ccc4)C(=O)C=3)CC2)CC1;Z4026023629;44
O=C(N1C2([C@H](O)[C@H](O)C1)CCC2)C1=C(C)C(=O)c2c(O1)cccc2;Z4026881023;44
O=C(NCC1(O)C(C)(C)C(OCC)C1)CCn1c2ncnc(N)c2nc1;Z2637129154;44
O=C(N1C2C(O)CCC(C)(C1)C2)C1=C(C)C(=O)c2c(O1)cccc2;Z3591625208;45
O=C(Nc1cc2C(=O)C=COc2cc1)N1[C@H](C(=O)O)C[C@H]2[C@@H]1CCC2;Z3254555959;45
Fc1cc2OC(C(=O)NC(C(=O)OC)C3CC(OC)CCC3)=CC(=O)c2cc1;Z2477118450;45
Clc1cc2OC(C(=O)NCC(C)(C)C3(O)COCCC3)=CC(=O)c2cc1;Z2647274141;45
O(C)c1cc(OC)cc(C2(O)CCN(c3ncnc4n(CC)cnc34)CC2)c1;Z1416577159;45
O(C)c1cc(OC)cc(C2(O)CCN(c3n(C)c4C(=O)NC(=O)N(C)c4n3)CC2)c1;Z1416576816;45
O=C(N1C[C@@H](CO)[C@H](C2CCOCC2)C1)C1=C(C)C(=O)c2c(O1)cccc2;Z3911819863;46
Clc1cc2OC(C(=O)NC(C(O)C3CCCCC3)CO)=CC(=O)c2cc1;Z2915512464;46
Clc1cc2OC(C(=O)N3[C@@H]4[C@@](CO)(CCC3)CCCC4)=CC(=O)c2cc1;Z3711281072;46
O=C(NC1C(O)(C)CCC1)CN1c2c(Sc3c1cccc3)cccc2;s_22____13973594____12216490;47
O=C1N(C)c2[nH]c(N3CC4(Oc5c(cccc5)CC4)CCC3)nc2C(=O)N1;Z3559334788;47
O(C)c1c(OC)ccc(CCC2N(c3ncnc4n(C)cnc34)CCCC2)c1;Z1343343974;47
Fc1cc2OC(C(=O)N3C4C(O)CCC(C)(C3)C4)=CC(=O)c2cc1;Z3591619525;47
FC(F)(F)C(NC(=O)C=1Oc2c(c(OC)ccc2)C(=O)C=1)CC1NCCCC1;Z3889056007;48
O=C(NCC1(O)C(C)CCC1)c1cc2OC=CC(=O)c2cc1;Z2232404424;48
O=C(NCC(O)CCC1CC1)c1cc2OC=CC(=O)c2cc1;Z3652073800;48
O=C(N1[C@@H]([C@H](O)CC1)c1c(OC)cccc1)C1=C(C)C(=O)c2c(O1)cccc2;Z3585820662;48
Fc1c(OC)ccc(C(=O)CCC(=O)NCC2OCCN(c3ncnc4[nH]cnc34)C2)c1;Z1451077125;48
O=C(N(CCCn1c2ncnc(N)c2nc1)C)C1C(C)(c2c(OC)cccc2)C1;Z2801706050;48
Fc1cc2OC(C(=O)N3C(C)CCC4OC(C(=O)OC)CC34)=CC(=O)c2cc1;Z2077015534;48
O=C(N1[C@H]2[C@H](O)CC[C@H]2CC1)c1cc2OC=CC(=O)c2cc1;Z2723095745;49
O=C(Nc1cc2C(=O)C=COc2cc1)N1CC2(OC[C@H]3[C@@H]2C3)CCC1;Z3599058896;49
O=C(Nc1cc2C(=O)C=COc2cc1)N1C(C(=O)O)CC(OC)CC1;m_272330____13770678____9701516;49
O=C(NC12C3(OC(C)(C1)C2)CCNCC3)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3888822171;49
O=C(NCC(O)CNc1ncnc2nc[nH]c12)CC1(COC)CC1;m_274310____14112866____12658402____12649998;49
O=C(NCCn1c2ncnc(N)c2nc1)CC1(O)CN(C(=O)C)CCC1;Z2719726491;49
FC(F)(F)CCC(O)(CNC(=O)c1cc2OC=CC(=O)c2cc1)CC;Z2964057252;50
FC(F)(F)CCC1(O)CCN(C(=O)Nc2cc3C(=O)C=COc3cc2)CC1;Z3176691503;50
FC(F)(F)c1nc(N2CCC(C(O)c3ccc(OC)cc3)CC2)c2nc[nH]c2n1;Z2185939566;50
O=C(NCC(O)(C)C1CCC(C)CC1)C1=C(C)C(=O)c2c(O1)cccc2;s_22____16504292____13952258;50
O=C(CN1c2c(Sc3c1cccc3)cccc2)N1C2C(C)C(O)CC1CC2;Z2784651818;50
O(C)C1C2N(c3ncnc4n([C@H]5[C@H](O)[C@H](O)[C@@H](CO)O5)cnc34)CC3C2CC1C3;Z2094319551;50
Fc1cc2OC(C(=O)N3C[C@@]4(CO)[C@@H](C3)CCCC4)=CC(=O)c2cc1;Z3639515164;50
O(C)c1cc(OC)cc(CCC2CCN(c3ncnc4n(C)cnc34)CC2)c1;Z1172342004;50
Fc1c(CC(=O)N2C(C(=O)OCCn3c4C(=O)N(C)C(=O)N(C)c4nc3)CC(O)C2)cccc1;Z794108010;50
S(CCC(=O)N(C(CCc1ccc(O)cc1)C)C)c1ncnc2[nH]cnc12;Z3603722444;51
O=C(N1[C@H]2[C@H](O)C[C@@H](C1)C2)C1=C(C)C(=O)c2c(O1)cccc2;Z3613080393;51
OC[C@@H]1[C@@H](O)[C@@H](O)[C@H](n2c3ncnc(N4CC(CCc5ccccc5)(C)CC4)c3nc2)O1;Z2091630677;51
O=C(N1CC(O)CN(c2ncnc3nc[nH]c23)CC1)C12COC(C1)CC2;m_274310____15937446____15944796____12649998;51
Clc1nc(NC2CC(O)(CNC(=O)C(OC)C)C2)c2[nH]cnc2n1;m_274310____15938284____12657992____15867404;51
O=C(NC1[C@H]2[C@@H]1CN(c1nc3nc[nH]c3cn1)C2)C1(O)C2CC(C1)CC2;m_274310____14112724____15945086____15870074;51
Fc1cc2OC(C(=O)N3CC(F)(C(=O)OC)C(C4CC4)C3)=CC(=O)c2cc1;Z4112550438;52
O=C(OC)[C@H]1[C@H](c2ccc(O)cc2)CN(c2n(C)c3C(=O)NC(=O)N(C)c3n2)C1;Z2272917983;52
Fc1cc2C(=O)C=C(C(=O)N3[C@H](CC(=O)OC)[C@@H]4C[C@H]3CC4)Oc2cc1;s_11____16903418____55582;52
O=C(CN1c2c(Sc3c1cccc3)cccc2)N1CC(C)(C)CC(O)CC1;Z2714259467;52
O=C(NC1(CNc2nc3nc[nH]c3cn2)CCCC1)C(O)COC;m_274310____14112810____15940890____15870074;52
O=C(C)N1CC(O)(CNc2nc(C(=O)OC)c3nc[nH]c3n2)CCC1;m_274310____15938210____12185798____15870962;52
O(C)c1c(C2CN(c3ncnc4n([C@H]5[C@H](O)[C@H](O)[C@@H](CO)O5)cnc34)CC2)cccc1;Z2091255507;52
O=C(NCCC1N(c2nc3nc[nH]c3cn2)CCCC1)C(O)COC;m_274310____15937814____15940890____15870074;52
O=C(N1CCN([C@H]2[C@@H]3C[C@H](C2)CC3)CC1)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3907478285;53
O=C(Nc1cc2C(=O)C=COc2cc1)N1[C@@H](COC)C[C@@H](O)C1;Z3176690097;53
O=C(C(C)n1c2ncnc(N)c2nc1)N1c2c(cc(OC)cc2)CC(C(C)C)C1;Z2641753037;53
O=C(CN1c2c(Sc3c1cccc3)cccc2)N1[C@@H]2[C@@H](O)[C@@H](O)[C@H](C1)C2;Z3609667521;53
O=C(NCC(O)COc1cc2c(NC(=O)CC2)cc1)c1c2OC(c3ccccc3)=C(C)C(=O)c2ccc1;Z846268722;53
Fc1cc2C(=O)C=C(C(=O)N3C4C(C(=O)OC)CC(C3)CC4)Oc2cc1;Z2326786655;53
O=C(N1C2C(CO)C(C1)CCC2)C1=C(C)C(=O)c2c(O1)cccc2;Z3611183253;53
O=C(NC1(C(=O)OC)CC(O)C1)CN1c2c(Sc3c1cccc3)cccc2;Z3204064440;53
O(C)c1cc2c(C(CNc3ncnc4n([C@H]5[C@H](O)[C@H](O)[C@@H](CO)O5)cnc34)CCC2)cc1;Z2092430059;53
O=C(NCC(O)CNc1nc2ncn(C)c2cn1)C1(COC)CCC1;m_274310____14112866____14118856____15871096;53
O=C1N(C)C(=O)c2n(CCN3C4CC(O)(Cc5ccccc5)CC3CC4)cnc2N1C;Z2170056409;53
O=C(N1CC2(CSCC2)CCC1)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3992200523;54
O=C(NC1C(C(=O)OC)CCNCC1)C1=C(C)C(=O)c2c(O1)cccc2;Z3700223928;54
S(CCC(=O)NC1c2c(cc(OC)cc2)CCC1)c1ncnc2[nH]cnc12;Z2796439078;54
Clc1cc2C(=O)C=C(C(=O)N3C4C(CO)C(C3)CCC4)Oc2cc1;Z3611187100;54
OC(CN(CCn1c2ncnc(N)c2nc1)C)C1c2c(cccc2)CCC1;Z3650965158;54
Fc1c(O)ccc(CC(NC(=O)c2ncnc3nc[nH]c23)C(=O)OC)c1;s_22____14174274____12807966;54
O(C)c1cc(CN(CC(C)C)c2ncnc3n([C@H]4[C@H](O)[C@H](O)[C@@H](CO)O4)cnc23)ccc1;Z2090160957;54
O=C(NC1C(O)CN(C(=O)C2C3(C2)CC3)CC1)c1ncnc2nc[nH]c12;m_275592____14114572____15843004____14134174;54
O=C(C(C)n1c2ncnc(N)c2nc1)N1C(C2COCCC2)CC(O)C1;Z2640873666;54
O=C(CO)N1C2CC(CNC(=O)C=3Oc4c(C(=O)C=3)cccc4)(OC2)C1;m_275592____15865162____14135622____15855972;55
FC(F)(F)CN1C(=O)C(Oc2cc3OC=C(c4ccc(OC)cc4)C(=O)c3cc2)CCC1;Z1607286671;55
O=C(N(Cc1ccccc1)CC1(O)c2c(cccc2)CC1)c1cc2OC=CC(=O)c2cc1;Z1997225580;55
O=C(NCC12OCCC(CO)(C1)C2)CN1c2c(Sc3c1cccc3)cccc2;Z4077769096;55
FC1(F)CCC(OCCO)(CNC(=O)c2cc3OC=CC(=O)c3cc2)CC1;Z2718511576;55
O=C(N1CCC(C(=O)c2ccc(O)cc2)CC1)c1ncnc2nc[nH]c12;s_22____7104936____12807966;55
O=C(CN1c2c(Sc3c1cccc3)cccc2)N1C(C(=O)O)CC(OC)CC1;Z2755453751;55
Fc1cc2OC(C(=O)N3C4C(O)CCCC3CC4)=CC(=O)c2cc1;Z3605684966;55
O=C(O)CC(CNC(=O)C=1Oc2c(c(OC)ccc2)C(=O)C=1)C1CC1;s_269946____12116214____16808394;56
O=C(N)CC1N(C(=O)C=2Oc3c(c(OC)ccc3)C(=O)C=2)CC(C)(C)C1;s_22____16809806____16808382;56
O=C(N1C(C)C(C(=O)N)CCC1C)C=1Oc2c(c(OC)ccc2)C(=O)C=1;s_22____11945900____16808382;56
O=C(N1CC2(OCC1)CNCCC2)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3888620156;56
O=C(OC)[C@H]1CN(C(=O)c2cc3OC=CC(=O)c3cc2)C[C@@H](C(C)(C)C)C1;Z3623171520;56
O=C(OC)[C@@]1(NC(=O)C2=C(C)C(=O)c3c(O2)cccc3)C(C)(C)[C@H](OCC)C1;Z4094031869;56
O=C(NCC(O)CNc1ncnc2nc[nH]c12)C1CC(CC)OCC1;m_274310____14112866____14120730____12649998;56
O=C(CO)N1CC2C(NC(=O)C=3Oc4c(C(=O)C=3)cccc4)CC2C1;m_275592____15865142____14135622____15855972;57
O=C(N1CCC(NCC(C)C)(CO)CC1)c1cc2OC=CC(=O)c2cc1;Z2914631467;57
O=C(OC)CC1CN(C(=O)C=2Oc3c(C(=O)C=2)cccc3)C2(C1)CCOCC2;Z3909823022;57
O=C(NC12COC(C1)CCC2)C=1Oc2c(c(OC)ccc2)C(=O)C=1;s_22____15149284____16808382;57
O=C(CC(O)CC)N1CC(NC(=O)C=2Oc3c(C(=O)C=2)cccc3)(C)C1;m_275592____15865080____14135622____15859710;57
O=C(N1C(C(=O)OC)CCC(C(=O)OC)C1)C=1Oc2c(C(=O)C=1)cccc2;Z2718748279;57
Clc1cc2C(=O)C=C(C(=O)N3C4(CC(N)C3)COCCC4)Oc2cc1;Z3521197007;57
O=C(N(Cc1ccccc1)[C@H]1[C@H](O)CNC1)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3888779761;57
FC(F)C1CCC(NC(=O)C=2Oc3c(C(=O)C=2)ccc(F)c3)(C(=O)OC)CC1;Z3611191637;57
Clc1cc2OC(C(=O)N3[C@H](C(=O)OC)[C@H]4[C@@H](C3)CC4)=CC(=O)c2cc1;Z3603328357;57
O=C(CN1c2c(Sc3c1cccc3)cccc2)N1C(C(=O)O)(CCO)CCC1;Z4085115090;57
O=C(Nc1ncnc2[nH]cnc12)C(OC(=O)C1CN(c2c(OC)cccc2)C(=O)CC1)C;Z2148718536;57
Clc1cc2C(=O)C=C(C(=O)NCC3(Cc4ccc(F)cc4)C(O)CCC3)Oc2cc1;Z1867056843;57
O=C(N1CC(C(=O)N2CCNCC2)CCC1)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3864007472;58
Fc1cc2OC(C(=O)N3C4(C(CO)CC3)CCOCC4)=CC(=O)c2cc1;Z4025349796;58
O=C(N1C2(CC(O)CC1)CC2)c1cc2OC=CC(=O)c2cc1;Z3608741100;58
Fc1cc2OC(C(=O)N3CCN(c4ncnc5[nH]cnc45)CCC3)CCc2cc1;Z2331867981;58
Fc1cc2C(=O)C=C(C(=O)N3[C@]4(C(=O)OC)[C@H](CC3)CC4)Oc2cc1;Z3090867708;58
Fc1cc2OC(C(=O)N[C@]3(C(=O)OC)C(C)(C)[C@H](OCC)C3)=CC(=O)c2cc1;Z4094033893;58
O=C(NCC1(O)CC(Nc2ncnc3c2[nH]c(C)c3)C1)C1C(C)OCC1;m_274310____15938284____14120552____15869892;58
O=C(N1C2CC(O)(Cc3ccccc3)CC1CC2)c1ncnc2nc[nH]c12;Z3550742181;58
O=C(C)N1CCC(NC(=O)C=2Oc3c(C(=O)C=2)cccc3)(COC)CC1;m_275592____15865116____14135622____13186206;59
Clc1cc2C(=O)C=C(C(=O)N3C(CO)(C)CC(OC)C3)Oc2cc1;Z2783244495;59
O=C(NC1CN(C(=O)C=2Oc3c(C(=O)C=2)cccc3)CC(C)(C)C1)CO;m_275592____15865446____15841508____14129018;59
Fc1cc2C(=O)C=C(C(=O)N(CCCC)[C@H]3[C@H](OC)CCCC3)Oc2cc1;Z2325379227;59
O=C(N(Cc1ccc(O)cc1)CC1N(CC)CCC1)CN(C)c1ncnc2nc[nH]c12;Z1560342799;59
O=C(NC1CCN(c2ncnc3n(C)cnc23)CC1)Cc1ccc(O)cc1;Z1232675159;59
Brc1cc2OC(C(=O)NCC(O)C3COCC3)=CC(=O)c2cc1;Z3844066743;59
O=C(Nc1cc2C(=O)C=COc2cc1)N1C(C(=O)O)C(C)(C)CCC1;m_272330____13770678____17522432;59
Clc1cc2C(=O)C=C(C(=O)NC(C(=O)OC)CC3COCC3)Oc2cc1;Z3625797007;59
O=C(NCCc1cc(OC)c(O)c(OC)c1)Cn1c2ncnc(N)c2nc1;Z2646187688;59
FC(F)(F)c1nc(NCC2(O)c3c(cc(OC)cc3)CC2)nc2[nH]cnc12;Z3831246111;59
O=C(NCCO)[C@@H](Nc1nc(Nc2ccccc2)c2[nH]cnc2n1)CC(C)C;Z2612164244;59
Fc1c(CC2(O)CC3N(Cc4[nH]c5N(C)C(=O)N(C)C(=O)c5n4)C(C2)CC3)ccc(F)c1;Z1587892847;59
O=C(NCC1(O)CC(Nc2nc3nc[nH]c3cn2)C1)C1CC(C)CCC1;m_274310____15938284____14116450____15870074;59
O=C(N1CCC(NCC2CC2)(CO)CC1)C1=C(C)C(=O)c2c(O1)cccc2;Z3985743823;60
Clc1cc2C(=O)C=C(C(=O)N(Cc3ccccc3)CC3(O)C(C)OCC3)Oc2cc1;Z1934850584;60
O=C(Nc1cc2C(=O)C=COc2cc1)N1CC2(C#N)C(C1)CCCCC2;Z3599057171;60
O=C(NC1C(OC)CC(c2ccccc2)CC1)CCn1c2ncnc(N)c2nc1;Z2639282281;60
O=C(NCC(CO)Cc1cc(OC)cc(OC)c1)c1cc2OC=CC(=O)c2cc1;Z1997084228;60
Clc1cc2OC(C(=O)N3C[C@@]4(F)[C@@](CO)(C3)CCC4)=CC(=O)c2cc1;Z4025236971;60
O=C(NCC12OCC(Nc3nc4nc[nH]c4cn3)(C1)CC2)C(O)C1CC1;m_274310____15938212____15941824____15870074;60
FC(F)(F)c1nc(N2[C@@H]([C@H](O)CC2)c2c(OC)cccc2)nc2[nH]cnc12;Z3394231043;60
O=C(N1[C@@H]2[C@@H](CC3(OCCO3)CC2)CCC1)C1=C(C)C(=O)c2c(O1)cccc2;Z3610547741;61
O=C1N(C)C(=O)c2n(CCCN(CC3(O)c4c(cccc4)CC3)C)cnc2N1C;Z3650812002;61
O=C(N1CC(O)(CNc2ncnc3c2[nH]c(C)c3)CCC1)[C@H]1COCC1;m_274310____15938210____14118150____15869892;61
O=C(CCn1c2ncnc(N)c2nc1)N1CC(C(C)c2cc(OC)ccc2)CC1;Z4087579625;61
O=C(Cn1c2ncnc(N)c2nc1)N1CCC(Nc2cc(OC)cc(OC)c2)CC1;Z1382668032;61
