SMILES of Virtual Hit Molecule;Enamine ID;Rank
Fc1cc2OC(C(=O)N3C(C)CCC4OC(C(=O)OC)CC34)=CC(=O)c2cc1;Z2077015534;17
Fc1cc2OC(C(=O)N3C[C@@]4(CO)[C@@H](C3)CCCC4)=CC(=O)c2cc1;Z3639515164;18
O=C(NCC(O)(C)C1CCC(C)CC1)C1=C(C)C(=O)c2c(O1)cccc2;s_22____16504292____13952258;18
Clc1cc2C(=O)C=C(C(=O)N3C4C(CO)C(C3)CCC4)Oc2cc1;Z3611187100;19
Fc1cc2OC(C(=O)N3C4C(O)CCCC3CC4)=CC(=O)c2cc1;Z3605684966;20
O=C(OC)[C@@]1(NC(=O)C2=C(C)C(=O)c3c(O2)cccc3)C(C)(C)[C@H](OCC)C1;Z4094031869;21
Clc1cc2C(=O)C=C(C(=O)NCC3(Cc4ccc(F)cc4)C(O)CCC3)Oc2cc1;Z1867056843;22
FC(F)C1CCC(NC(=O)C=2Oc3c(C(=O)C=2)ccc(F)c3)(C(=O)OC)CC1;Z3611191637;22
Clc1cc2OC(C(=O)N3[C@H](C(=O)OC)[C@H]4[C@@H](C3)CC4)=CC(=O)c2cc1;Z3603328357;22
Fc1cc2OC(C(=O)N[C@]3(C(=O)OC)C(C)(C)[C@H](OCC)C3)=CC(=O)c2cc1;Z4094033893;23
Fc1cc2C(=O)C=C(C(=O)N3[C@]4(C(=O)OC)[C@H](CC3)CC4)Oc2cc1;Z3090867708;23
Clc1cc2OC(C(=O)N3C[C@@]4(F)[C@@](CO)(C3)CCC4)=CC(=O)c2cc1;Z4025236971;24
O=C(NCC(CO)Cc1cc(OC)cc(OC)c1)c1cc2OC=CC(=O)c2cc1;Z1997084228;24
O=C(NC1C2CC3(O)CC1CC(C3)C2)C1=C(C)C(=O)c2c(O1)cccc2;Z3627268901;25
O=C(NC1CCC(O)(CCCC)CC1)C1=C(C)C(=O)c2c(O1)cccc2;Z3611618591;26
Clc1cc2OC(C(=O)N3CCC4(C(O)CNC(=O)C4)CC3)=CC(=O)c2cc1;Z3715698020;26
O=C(NCCC1(O)C2CC(C1)CC2)C1=C(C)C(=O)c2c(O1)cccc2;Z3201192963;27
Clc1cc2C(=O)C=C(C(=O)NC3(CO)C4CC5CC3CC(C4)C5)Oc2cc1;Z2350122021;27
O=C(O)C(NC(=O)C1=C(C)C(=O)c2c(O1)cccc2)CCC(C)(C)C;Z3523347127;28
O=C(N)CC1CC2C(CN(C(=O)C3=C(C)C(=O)c4c(O3)cccc4)CC2)CC1;Z3907269012;29
O=C(N1CC(C23NCCC2CC3)CCC1)C1=C(C)C(=O)c2c(O1)cccc2;Z3138225322;30
O=C(NC(C(=O)O)C1(OC)CCC1)Nc1cc2C(=O)C=COc2cc1;m_272330____13770678____14729624;30
Clc1cc2C(=O)C=C(C(=O)NC3C4(C(OCC)C3)OCCC4)Oc2cc1;Z1675995033;31
Clc1cc2OC(C(=O)N3CC4C5N(CC4C3)CCCC5)=CC(=O)c2cc1;Z2372210402;32
Clc1cc2OC(C(=O)N3C4(C(=O)OC)COC(C3)C4)=CC(=O)c2cc1;Z3092954332;33
Fc1cc2OC(C(=O)NCC3OC4(COCCC4)CC3)=CC(=O)c2cc1;Z3592802650;34
Clc1cc2C(=O)C=C(C(=O)NCC3OC4(CC(C)OC4)CC3)Oc2cc1;Z2876871956;35
