SMILES of Virtual Hit Molecule;Enamine ID;Rank
O=C(N1CCC(C(=O)c2ccc(O)cc2)CC1)c1ncnc2nc[nH]c12;s_22____7104936____12807966;20
S(CCC(=O)NC1c2c(cc(OC)cc2)CCC1)c1ncnc2[nH]cnc12;Z2796439078;21
O=C(N(CCCn1c2ncnc(N)c2nc1)C)C1C(C)(c2c(OC)cccc2)C1;Z2801706050;22
OC[C@@H]1[C@@H](O)[C@@H](O)[C@H](n2c3ncnc(N4CC(CCc5ccccc5)(C)CC4)c3nc2)O1;Z2091630677;22
O=C(N(Cc1ccc(O)cc1)CC1N(CC)CCC1)CN(C)c1ncnc2nc[nH]c12;Z1560342799;22
O=C(NCC(O)CNc1ncnc2nc[nH]c12)CC1(COC)CC1;m_274310____14112866____12658402____12649998;23
O=C(NC1CCN(c2ncnc3n(C)cnc23)CC1)Cc1ccc(O)cc1;Z1232675159;23
O=C(NCC1(O)C(C)(C)C(OCC)C1)CCn1c2ncnc(N)c2nc1;Z2637129154;24
O(C)c1cc2c(C(CNc3ncnc4n([C@H]5[C@H](O)[C@H](O)[C@@H](CO)O5)cnc34)CCC2)cc1;Z2092430059;24
O(C)C1C2N(c3ncnc4n([C@H]5[C@H](O)[C@H](O)[C@@H](CO)O5)cnc34)CC3C2CC1C3;Z2094319551;25
O=C(NC1(CNc2nc3nc[nH]c3cn2)CCCC1)C(O)COC;m_274310____14112810____15940890____15870074;25
O(C)c1ccc(C2C(C)CCN(c3nc(O)c4n(C)cnc4n3)C2)cc1;s_27____16893182____15341790;25
O=C(NCC1N(Cc2ccc(OC)cc2)CC1)CCn1c2ncnc(N)c2nc1;Z2718545664;25
O=C(N(C(C)C1CC1)Cc1ccc(OC)cc1)CCCn1c2C(=O)N(C)C(=O)N(C)c2nc1;Z297090896;25
O=C(C)N1CC(O)(CNc2nc(C(=O)OC)c3nc[nH]c3n2)CCC1;m_274310____15938210____12185798____15870962;26
Fc1c(CC2(O)CC3N(C(=O)CN(C)c4ncnc5nc[nH]c45)C(C2)CC3)ccc(F)c1;Z1550781850;27
O(C)c1cc(OC)cc(CCC2CCN(c3ncnc4n(C)cnc34)CC2)c1;Z1172342004;27
Fc1cc2OC(C(=O)N3CCN(c4ncnc5[nH]cnc45)CCC3)CCc2cc1;Z2331867981;27
O=C(NCCc1cc(OC)c(O)c(OC)c1)Cn1c2ncnc(N)c2nc1;Z2646187688;27
O=C(NC1C(OC)CC(c2ccccc2)CC1)CCn1c2ncnc(N)c2nc1;Z2639282281;27
O=C(NCc1ccc(OC)cc1)C1CCN(c2n(C)c3C(=O)NC(=O)N(C)c3n2)CC1;Z1324005386;27
O=C(N1CC(O)CN(c2ncnc3nc[nH]c23)CC1)C12COC(C1)CC2;m_274310____15937446____15944796____12649998;28
O(C)c1c(C2CN(c3ncnc4n([C@H]5[C@H](O)[C@H](O)[C@@H](CO)O5)cnc34)CC2)cccc1;Z2091255507;28
Clc1nc(C(=O)N2CC(c3ccc(OC)cc3)C(C)CC2)c2nc[nH]c2n1;Z4087858360;28
S(CCC(=O)N1c2c(O)cccc2CCC1)c1ncnc2[nH]cnc12;Z2800776614;28
O=C(NCC(O)CNc1nc2ncn(C)c2cn1)C1(COC)CCC1;m_274310____14112866____14118856____15871096;29
O=C(Cn1c2ncnc(N)c2nc1)N1C(c2ccc(OC)cc2)CC(C)C1;Z1442982594;29
O=C(N(C(CO)C1CCC1)Cc1ccccc1)C(C)n1c2ncnc(N)c2nc1;Z2642127362;29
O(C)c1cc(OC)cc(C2(O)CCN(c3ncnc4n(CC)cnc34)CC2)c1;Z1416577159;30
O(C)c1cc(OC)cc(C2(O)CCN(c3n(C)c4C(=O)NC(=O)N(C)c4n3)CC2)c1;Z1416576816;30
O=C(Nc1ncnc2[nH]cnc12)C(OC(=O)C1CN(c2c(OC)cccc2)C(=O)CC1)C;Z2148718536;30
Clc1nc(N2CCC(C(=O)c3ccc(O)cc3)CC2)c2ncn(C)c2n1;Z3718865475;30
O=C(C(C)n1c2ncnc(N)c2nc1)N1c2c(c(OC)cc(OC)c2)CCC1;Z2718613695;30
O=C(c1ccc(O)cc1)C1CCN(c2nc3nc[nH]c3cn2)CC1;Z3558033634;30
O=C(N(CC(Cc1ccc(OC)cc1)C)C)CCn1c2ncnc(N)c2nc1;Z2635243035;30
S(CCC(=O)N1CC2(Oc3c(cccc3)C1)CCC2)c1ncnc2[nH]cnc12;Z2926921480;30
O=C(NCCn1c2ncnc(N)c2nc1)CC1(O)CN(C(=O)C)CCC1;Z2719726491;31
OC(CN(CCn1c2ncnc(N)c2nc1)C)C1c2c(cccc2)CCC1;Z3650965158;31
Fc1c(O)ccc(CC(NC(=O)c2ncnc3nc[nH]c23)C(=O)OC)c1;s_22____14174274____12807966;31
O=C1N(C)C(=O)c2n(CCCN(CC3(O)c4c(cccc4)CC3)C)cnc2N1C;Z3650812002;31
O=C(N1c2c(O)ccc(C)c2CCC1)c1ncnc2nc[nH]c12;Z3633743584;31
O(C)c1ccc(CN(C(CCCO)C)c2ncnc3n(CC)cnc23)cc1;Z2771469942;31
O(C)c1ccc(CN(C(CCCO)C)c2nc3n(C)cnc3cn2)cc1;Z3829965943;31
O(C)c1cc(CN(CC(C)C)c2ncnc3n([C@H]4[C@H](O)[C@H](O)[C@@H](CO)O4)cnc23)ccc1;Z2090160957;32
Clc1nc(N2CC3(Oc4c(C(=O)C3)cccc4)CCC2)c2ncn(C)c2n1;Z3718907270;32
S(CCC(=O)NCC1Oc2c(cc(F)cc2)CC1)c1ncnc2[nH]cnc12;Z3642833622;32
OC1(Cc2onc(C(C)C)n2)CN(c2ncnc3n(-c4ccccc4)cnc23)CCC1;Z2651559072;33
OC1C2N(c3ncnc4n(-c5ccccc5)cnc34)CC3C2CC1C3;Z2612995312;33
OC1C2N(c3nc(Nc4ccccc4)c4[nH]cnc4n3)CC3C2CC1C3;Z2612995504;33
O=C(NC1C(Oc2cc(C)ccc2)CCCC1)C(C)n1c2ncnc(N)c2nc1;Z2634465447;33
O=C1N(C)C(=O)c2n(C)c(N3C[C@@H]([C@H](C)CC3)c3ccc(O)cc3)nc2N1C;Z3561932962;33
Oc1ccc([C@@H]2[C@H](C)CCN(c3nc4n(C)cnc4cn3)C2)cc1;Z3830651345;33
O=C(N(C(C)C1CC1)Cc1ccc(OC)cc1)Cn1c2ncnc(N)c2nc1;Z2499512661;33
O=C(NCCC1N(c2nc3nc[nH]c3cn2)CCCC1)C(O)COC;m_274310____15937814____15940890____15870074;34
O=C(NCC(O)CNc1ncnc2nc[nH]c12)C1CC(CC)OCC1;m_274310____14112866____14120730____12649998;34
FC(F)(F)c1nc(NCC2(O)c3c(cc(OC)cc3)CC2)nc2[nH]cnc12;Z3831246111;34
O=C(CCn1c2ncnc(N)c2nc1)N1CC(C(C)c2cc(OC)ccc2)CC1;Z4087579625;34
OC[C@@H]1[C@@H](O)[C@@H](O)[C@H](n2c3ncnc(Nc4ccc(N5C6CC(C5)CC6)cc4)c3nc2)O1;Z2092928600;34
OC[C@@H]1[C@@H](O)[C@@H](O)[C@H](n2c3ncnc(N4C(CC)C(c5ccc(C)cc5)CC4)c3nc2)O1;Z2091451191;35
O=C1N(C)C(=O)c2n(CCN(C(CCc3ccc(O)cc3)C)C)cnc2N1C;Z3321943834;35
O(C)c1ccc(CN([C@@H](C(C)C)CO)Cc2n(C)c3C(=O)NC(=O)N(C)c3n2)cc1;Z1620168197;35
O(C)c1ccc(CN([C@@H](C(C)C)CO)Cc2[nH]c3N(C)C(=O)N(C)C(=O)c3n2)cc1;Z1620172036;35
Fc1c(CC(=O)N2C(C(=O)OCCn3c4C(=O)N(C)C(=O)N(C)c4nc3)CC(O)C2)cccc1;Z794108010;36
Clc1nc(NC2CC(O)(CNC(=O)C(OC)C)C2)c2[nH]cnc2n1;m_274310____15938284____12657992____15867404;36
O=C(NC1C(O)CN(C(=O)C2C3(C2)CC3)CC1)c1ncnc2nc[nH]c12;m_275592____14114572____15843004____14134174;36
O=C(Cn1c2ncnc(N)c2nc1)N1CCC(Nc2cc(OC)cc(OC)c2)CC1;Z1382668032;36
O(C)c1c(CC2CN(c3ncnc4n(CC)cnc34)CCC2)cccc1;Z1070447756;36
O=C(NC(CO)C1c2c(cccc2)CC1)Cn1c2ncnc(N)c2nc1;s_22____14793568____3937074;36
O=C(Nc1c(C(=O)N2CCCCC2)cc(OC)c(OC)c1)Cn1c2ncnc(N)c2nc1;Z1324954000;36
O=C1N(C)C(=O)c2n(CCN3C4CC(O)(Cc5ccccc5)CC3CC4)cnc2N1C;Z2170056409;37
Clc1c(OC)cc2c(c1)CN(c1ncnc3n([C@H]4[C@H](O)[C@H](O)[C@@H](CO)O4)cnc13)CC2;Z2218181853;37
O=C(NCCn1c2ncnc(N)c2nc1)C(C(O)c1ccc(O)cc1)(C)C;Z2719728778;37
O=C(N(CC1(O)c2c(cccc2)CC1)C)Cn1c2ncnc(N)c2nc1;Z2457224162;37
O=C(Nc1cc2c(N(CC3CCC3)C(=O)CC2)cc1)Cn1c2ncnc(N)c2nc1;Z1748340387;37
O=C(N(Cc1cc(OC)c(O)cc1)C1CC1)C(C)n1c2ncnc(N)c2nc1;Z2634181165;37
O=C(NCCO)[C@@H](Nc1nc(Nc2ccccc2)c2[nH]cnc2n1)CC(C)C;Z2612164244;38
O=C(OCC(=O)NC(c1ccc(OC)cc1)C1CC1)Cn1c2ncnc(N)c2nc1;Z1352235642;38
O=C(CCCn1c2ncnc(N)c2nc1)N1C(c2c(C)ccc(OC)c2)CCC1;Z3625588096;38
O=C(C(C)n1c2ncnc(N)c2nc1)N1C(C2COCCC2)CC(O)C1;Z2640873666;39
OC1CC2C(CN(c3ncnc4n(-c5ccccc5)cnc34)C2)CC1;Z2613649233;39
O=C(CC(O)(COC)C)N1C[C@H]2C(Nc3nc4nc[nH]c4cn3)[C@H]2C1;m_274310____15937538____15944488____15870074;39
OC[C@@H]1[C@@H](O)[C@@H](O)[C@H](n2c3ncnc(NC(CCN4CCCCCC4)(C)C)c3nc2)O1;Z2092507517;39
O=C(CN(C)c1ncnc2nc[nH]c12)N1C(C(=O)Nc2cc3c(OCC3)cc2)CCCC1;Z1251536663;39
O=C(NCC(O)CNc1nc2ncn(C)c2cn1)C1ON=C(C2CC2)C1;m_274310____14112866____15945202____15871096;40
O=C(C(C)n1c2ncnc(N)c2nc1)N1CC(O)(C(OC(C)(C)C)=O)CCC1;Z2650302416;40
O(C)c1ccc(C2=CCN(c3ncnc4n([C@H]5[C@H](O)[C@H](O)[C@@H](CO)O5)cnc34)C2)cc1;Z2092189187;40
O(C)c1c(C)cc(C2N(c3ncnc4n([C@H]5[C@H](O)[C@H](O)[C@@H](CO)O5)cnc34)CCC2)cc1;Z2092354597;40
Nc1nc(N2CC3(Oc4c(cccc4)CC3)CC2)nc2nc[nH]c12;Z3558647317;40
S(CCC(=O)N1c2c(c(OC)cc(OC)c2)CCC1)c1ncnc2[nH]cnc12;Z2802414376;40
O=C(N1C2CC(O)(Cc3ccccc3)CC1CC2)c1ncnc2nc[nH]c12;Z3550742181;41
O=C(NCC12OCC(Nc3nc4nc[nH]c4cn3)(C1)CC2)C(O)C1CC1;m_274310____15938212____15941824____15870074;41
O=C1N(C)C(=O)c2nc(CN3C(CCc4ccccc4)C(O)CCC3)[nH]c2N1C;Z2438167441;41
O=C1N(C2CC2)C2C(CN(c3ncnc4n([C@H]5[C@H](O)[C@H](O)[C@@H](CO)O5)cnc34)CC2)CC1;Z2091964963;41
Clc1cc(CC2CN(c3nc4nc[nH]c4cn3)CCC2)c(OC)cc1;s_27____5536628____15397812;41
O(C)c1ccc(CC2CCN(c3[nH]c4N(C)C(=O)NC(=O)c4n3)CC2)cc1;Z3556860458;41
O=C(NC1[C@H]2[C@@H]1CN(c1nc3nc[nH]c3cn1)C2)C1(O)C2CC(C1)CC2;m_274310____14112724____15945086____15870074;42
FC(F)(F)c1nc(N2[C@@H]([C@H](O)CC2)c2c(OC)cccc2)nc2[nH]cnc12;Z3394231043;42
O=C(NCC12N(c3nc4n(C)cnc4cn3)C(CC1)CC2)C1(O)COC1;m_274310____15937394____15939740____15871032;42
O=C(N1CC(O)(CNc2nc3n(C)cnc3cn2)CCC1)C1C2(C1)CC2;m_274310____15938210____14116668____15871032;42
O=C(N[C@H]1CN(c2nc3nc[nH]c3cn2)CC1)CC1(O)COCCC1;m_274310____14112798____15940692____15870074;42
O=C(CCC1CC1)N1CC(O)(CNc2nc3ncn(C)c3cn2)CCC1;m_274310____15938210____12658082____15871096;42
O=C(NC1(C2(O)CCN(c3nc4nc[nH]c4cn3)CC2)CC1)C1CCC1;m_274310____15938318____12185804____15870074;42
O=C(OCCn1c2C(=O)N(C)C(=O)N(C)c2nc1)C1(O)CN(Cc2ccccc2)CCC1;Z1304349953;42
O=C(NCC1N(c2ncnc3nc[nH]c23)CCC1C1CC1)C1(O)COC1;m_274310____15938320____15939740____12649998;42
O(C)c1cc2c(C(O)(CNc3[nH]c4N(C)C(=O)NC(=O)c4n3)CC2)cc1;s_27____16503534____1324328;42
O(C)c1cc2C(O)(CNc3nc(O)c4n(C)cnc4n3)CCc2cc1;s_27____16503382____15341790;42
O=C(NC[C@H]1N(c2nc3nc[nH]c3cn2)CCC1)C1(O)CSCC1;m_274310____15937422____15940896____15870074;42
OC[C@@H]1[C@@H](O)[C@@H](O)[C@H](n2c3ncnc(NCCN4C(C)CCc5c4cccc5)c3nc2)O1;Z2089350714;42
O=C1c2c(OC3(CN(c4nc(O)c5n(C)cnc5n4)CC3)C1)cccc2;Z3718897576;42
O=C(NC1[C@H]2[C@@H]1CN(c1nc(O)c3n(C)cnc3n1)C2)C(OC)C1CC1;m_274310____14112724____12658318____15870922;42
O=C(NC1C(Oc2ccc(OCCC)cc2)CCCC1)Cn1c2ncnc(N)c2nc1;Z1221099746;42
O=C(N1CC(O)(CNc2ncnc3nc[nH]c23)C1)C1(C2OCCC2)CC1;m_274310____15938070____15940738____12649998;43
O=C(CC1C(C)CCO1)N1CC(O)(CNc2nc3nc[nH]c3cn2)C1;m_274310____15938070____15945318____15870074;43
O=C(N1CC(O)(CNc2nc3nc[nH]c3cn2)C1)C1CC2(C1)COCC2;m_274310____15938070____15944934____15870074;43
O=C(NCC(O)CNc1ncnc2nc[nH]c12)C1(CC(C)C)COC1;m_274310____14112866____15942300____12649998;43
O=C(CCn1c2ncnc(N)c2nc1)N1CC(Cc2cc(OC)cc(OC)c2)C1;Z2632520248;43
O=C(C(COC)C)N1CCC(Nc2nc3nc[nH]c3cn2)(CO)CC1;m_274310____15937466____12658040____15870074;43
O=C(N1c2c(CC)cccc2CC1)[C@H]1O[C@@H](Cn2c3ncnc(N)c3nc2)CC1;Z2767297935;43
FC(F)(F)Oc1c(CN(C(=O)CCc2[nH]c3C(=O)NC(=O)N(C)c3n2)C2CCCC2)cccc1;Z1129106216;43
O=C(N(Cc1c(OC)ccc2c1cccc2)C1CCCC1)CCn1c2C(=O)N(C)C(=O)N(C)c2nc1;Z1090692042;43
O=C(NC1C2CN(c3nc4ncn(C)c4cn3)C(C2)CC1)C1(O)COC1;m_274310____15937726____15939740____15871096;44
FC(F)(F)c1nc(N2C3CC(O)(Cc4ccccc4)CC2CC3)c2nc[nH]c2n1;Z2180015333;44
O=C1C2(CN(c3ncnc4n(-c5ccccc5)cnc34)C2)CC(O)CN1;Z3077895255;44
O=C(COC)N1CC(O)(CNc2ncnc3n(CC)cnc23)CCC1;m_274310____15938210____12170228____12359766;44
O=C(OCC(=O)N1C(c2cc(OC)c(OC)cc2)CCC1)Cn1c2ncnc(N)c2nc1;Z1352235596;44
Fc1ccc(CC2(CO)CN(C(=O)C(C)n3c4ncnc(N)c4nc3)CC2)cc1;Z2639566541;45
O=C(NC(CO)(Cc1c(OC)cccc1)C)c1ncnc2nc[nH]c12;s_22____12519984____12807966;45
O=C(NC(Cc1cc(OC)ccc1)C1CC1)CCc1[nH]c2C(=O)NC(=O)N(C)c2n1;Z1518630501;45
OC[C@H]1[C@H](C2CCOCC2)CN(c2nc(Nc3ccccc3)c3[nH]cnc3n2)C1;Z3833772933;45
O=C(C(C)n1c2ncnc(N)c2nc1)N1c2c(C(CCOC)CC1)cccc2;Z3208516053;45
O=C(N1CCC(O)(CNc2ncnc3nc[nH]c23)CC1)C1[C@H]2[C@@H]1COC2;m_274310____14113060____14119040____12649998;46
O=C(NC(C)C1(O)CN(c2nc3nc[nH]c3cn2)C1)C1CC(C)OC1;m_274310____15937924____14121252____15870074;46
OC[C@@H]1[C@@H](O)[C@@H](O)[C@H](n2c3ncnc(N(CC4OCCC4)C4CCC(C)CC4)c3nc2)O1;Z2091377027;46
O=C(CCc1ccc(OC)cc1)N1CCN(c2[nH]c3C(=O)N(C)C(=O)N(C)c3n2)CC1;Z2157579577;46
S(CCC(=O)N(CC1CC1)c1ccc(OC)cc1)c1ncnc2[nH]cnc12;Z2801570020;46
Fc1c(CC2(O)CC3N(Cc4[nH]c5N(C)C(=O)N(C)C(=O)c5n4)C(C2)CC3)ccc(F)c1;Z1587892847;47
Clc1nc(NCC(O)(Cc2cc(OC)c(OC)cc2)C)c2n(C)cnc2n1;Z3718890872;47
O=C(Cn1c2ncnc(N)c2nc1)N1CC(O)(CNC(=O)[C@H]2[C@H](C)C2)C1;m_275592____14114974____14139992____15858030;47
O(C)c1c(CN(CC2CCC2)c2ncnc3nc[nH]c23)ccc(OC)c1;s_27____9867090____16914180;47
O=C(OC)C(NC(=O)C(C)n1c2ncnc(N)c2nc1)CC1COCCC1;Z2719830045;48
O=C(NCC1N(c2ncnc3nc[nH]c23)CC2(C1)CC2)C(O)C1CCC1;m_274310____15937906____15939406____12649998;48
O=C(Cn1c2ncnc(N)c2nc1)N1CCC(c2onc(-c3c(OC)cccc3)n2)CC1;Z1870872196;48
O=C(NC1CN(c2nc3nc[nH]c3cn2)CC2(C1)CC2)C(O)(C)C1CC1;m_274310____15938082____15940274____15870074;48
O=C(OC)C(CNC(=O)Cn1c2ncnc(N)c2nc1)Cc1ccc(OCC)cc1;Z1145538770;48
S(CCC(=O)N[C@H]1[C@]2(c3c(OCC2)cccc3)C1)c1ncnc2[nH]cnc12;Z3716548323;48
O=C(NC1C(O)CN(c2ncnc3nc[nH]c23)CC1)CC1C2C(C2)CC1;m_274310____14113432____14121256____12649998;49
O=C(NC1C2N(c3ncnc4nc[nH]c34)CCC(C2)CC1)C1(OC)CC1;m_274310____15937982____15941572____12649998;49
O=C(NCCn1c2ncnc(N)c2nc1)C1ON=C(c2cc(OC)ccc2)C1;Z2719727592;49
O=C(NCC1(C)N(c2ncnc3nc[nH]c23)CCC1)C(OC)C1CCC1;m_274310____15937462____14121518____12649998;49
O=C(C(O)COC)N1C(C)CC(NC(=O)c2ncnc3nc[nH]c23)C1;m_275592____14115192____15840596____15863234;49
O=C(N(CCCn1c2ncnc(N)c2nc1)C)C[C@H]1[C@@H](C)c2c(O1)cccc2;Z3553658711;49
O=C(NC(CN1CCCC1)c1ccc(OC)cc1)Cn1c2ncnc(N)c2nc1;Z1625620706;49
O=C(N1c2c(O)cccc2CC(C)C1)c1ncnc2nc[nH]c12;Z3583321645;49
O=C(NC1C(C)C2N(c3nc4n(C)cnc4cn3)C(C1)CC2)C1(O)CC1;m_274310____15937616____15941446____15871032;50
O=C(NC[C@@H](Nc1nc2nc[nH]c2cn1)CO)CC12CC(C)(OC1)C2;m_274310____15937766____15944340____15870074;50
O=C(NCC1(O)CC(Nc2nc3ncn(C)c3cn2)C1)C1N(CC)CC1;m_274310____15938284____15942610____15871096;50
Fc1ccc(OCC2N(c3ncnc4n([C@H]5[C@H](O)[C@H](O)[C@@H](CO)O5)cnc34)CCC2)cc1;Z2093291650;50
O=C(NCCC1(CNc2nc3nc[nH]c3cn2)CC1)C(O)(COC)C;m_274310____14113270____15940256____15870074;50
O=C(NCC(O)CNc1nc2n(C)cnc2cn1)CC1CC(=O)OC1;m_274310____14112866____12658184____15871032;50
O=C(NCC1C2(N(c3nc(O)c4n(C)cnc4n3)CC1)CC2)C1(O)CC1;m_274310____15938374____15941446____15870922;50
Fc1c(O)cccc1C1CN(Cc2[nH]c3N(C)C(=O)N(C)C(=O)c3n2)CCC1;Z3521140565;50
O(C)c1ccc(C2C(C)CCN(c3ncnc4n(CC)cnc34)C2)cc1;s_27____16893182____2548042;50
O=C(NC1C(=O)N(Cc2c(OC)cc(OC)cc2)CC1)Cn1c2ncnc(N)c2nc1;Z2100402138;50
O=C(NCC(Nc1nc2nc[nH]c2cn1)CC)C1(O)C2CC(C1)CC2;m_274310____14112808____15945086____15870074;51
O=C(NCC(O)CNc1nc2nc[nH]c2cn1)CCC1OC(C)CC1;m_274310____14112866____14119796____15870074;51
Clc1nc(N2[C@@H]([C@H](O)CC2)c2c(OC)cccc2)c2n(C)cnc2n1;Z3718928811;51
O(C)c1c([C@H]2N(c3nc4n(C)cnc4cn3)CC[C@H]2O)cccc1;Z3830392513;51
O=C(NCC(Nc1cc(OC)ccc1)C(C)(C)C)CCc1[nH]c2C(=O)NC(=O)N(C)c2n1;Z1726350719;51
O=C(NC1C(CO)CCN(c2nc3nc[nH]c3cn2)CC1)CCOC;m_274310____15937892____12170234____15870074;51
O=C(NCC1CN(c2nc3n(C)cnc3cn2)CC1)C(OC)C1CCC1;m_274310____14112754____14121518____15871032;51
Fc1cc(CC2(C(=O)N(CCn3c4ncnc(N)c4nc3)C)CC2)c(OC)cc1;Z3359819490;51
O=C(NC1C2C(CN(c3ncnc4n(CC)cnc34)C2)C1)C1(OC)CC1;m_274310____15937524____15941572____12359766;51
O=C(N1Cc2c(cc(O)c(OC)c2)CC1)c1ncnc2nc[nH]c12;s_22____13039668____12807966;51
O=C(NCCC1(O)COCCC1)CCn1c2ncnc(N)c2nc1;Z2642313878;52
O=C(NC1C2C(N(c3nc(O)c4n(C)cnc4n3)C1)CCCC2)CO;m_274310____15938100____15943396____15870922;52
O=C(NC1C2C(N(c3ncnc4n(C5CC5)cnc34)C1)CCCC2)CO;m_274310____15938100____15943396____15870250;52
O=C(C)N1[C@H](C(=O)NC2CC(Nc3nc4nc[nH]c4cn3)C2)C[C@@H](O)C1;m_274310____14112710____15944884____15870074;52
O=C(OCC1C(N(C)CC1)c1ccc(OC)cc1)CN1C(=O)N(C)c2ncn(C)c2C1=O;Z1255155878;52
O=C(N[C@H]1c2c(ccc(OC(C)C)c2)CCC1)Cn1c2ncnc(N)c2nc1;Z1515826420;52
O=C(NC(Cc1ccc(O)cc1)c1[nH]c2c(n1)cccc2)CN(C)c1ncnc2nc[nH]c12;Z774610570;52
O=C(N1C(C2CC2)c2c(cc(OC)c(OC)c2)CC1)c1ncnc2nc[nH]c12;Z3579762241;52
O=C(N(CCC(C)C)c1ccc(OC)cc1)c1ncnc2nc[nH]c12;Z3547348380;52
O=C(NCC1(O)CC(Nc2nc3nc[nH]c3cn2)C1)C1CC(C)CCC1;m_274310____15938284____14116450____15870074;53
O=C1NCC(O)C2(C1)CCN(c1ncnc3n(-c4ccccc4)cnc13)CC2;Z3650659446;53
O=C(NC1(C(=O)OC)COc2c(cccc2)C1)C(C)n1c2ncnc(N)c2nc1;Z2648334505;53
FC(C(=O)N1CC(O)(CNc2ncnc3nc[nH]c23)C1)C1COCC1;m_274310____15938070____15944434____12649998;53
O=C(CCc1[nH]c2C(=O)NC(=O)N(C)c2n1)N1CC(Cc2cc(OC)cc(OC)c2)C1;Z1346003518;53
