SMILES of Virtual Hit Molecule;Enamine ID;Rank
O=C(NC1[C@H]2[C@@H]1CN(c1ncnc3c1[nH]c(C)c3)C2)C1ON=C(CC)C1;m_274310____14112724____15942448____15869892;26
O=C(NCCC(N(C)c1ncnc2c1[nH]c(C)c2)C)C1C(C)CC(C)O1;m_274310____15937372____12658332____15869892;26
O=C(NCCC1(Nc2ncnc3c2[nH]c(C)c3)CCC1)CC(OC)(C)C;m_274310____15938382____15939526____15869892;27
O=C(NCCC1CC(Nc2ncnc3c2[nH]c(C)c3)C1)CC(O)CCC;m_274310____15937752____15942470____15869892;28
FC1(C(=O)NCC(O)CNc2ncnc3c2[nH]c(C)c3)CCOCC1;m_274310____14112866____14119452____15869892;28
O=C(NCC1OCC2(CN(c3ncnc4c3[nH]c(C)c4)C2)C1)[C@H](OC)C;m_274310____15937656____15939588____15869892;28
O=C(NC1C(C)N(c2ncnc3c2[nH]c(C)c3)CCC1C)C(OC)C;m_274310____15937454____12657992____15869892;29
Brc1[nH]c2c(N3C[C@H](O)C[C@@H](C(=O)OC)C3)nc(Cl)nc2c1;Z4026446329;30
O=C(CC(COC)C)N1CC2N(c3ncnc4c3[nH]c(C)c4)CC(C1)C2;m_274310____15938238____14120682____15869892;30
O=C(CC1(COC)CC1)N1CC(Nc2ncnc3c2[nH]c(C)c3)C(C)C1;m_274310____14113046____12658402____15869892;30
O=C(CC(O)C(C)C)N1C(C)CC(CNc2ncnc3c2[nH]c(C)c3)C1;m_274310____14113140____15941896____15869892;31
O=C(C(OC)C1CC1)N1CC(N(C)c2ncnc3c2[nH]c(C)c3)CCC1;m_274310____14112742____12658318____15869892;31
O=C(NCCN(c1ncnc2c1[nH]c(C)c2)C1CC1)C(OC)CC(C)C;m_274310____14112758____14119102____15869892;31
O=C(NC1C2(CCC1CNc1ncnc3c1[nH]c(C)c3)CCC2)[C@H](O)C;m_274310____15938174____15942712____15869892;32
O=C(COC)N1C(C2N(c3ncnc4c3[nH]c(C)c4)CCC2)CCCC1;m_274310____14112720____12170228____15869892;32
O=C(NC1C2(Nc3ncnc4c3[nH]c(C)c4)CC(C1)CC2)[C@H]1OCCC1;m_274310____15938252____12658218____15869892;32
O=C(N1CC(Nc2ncnc3c2[nH]c(C)c3)C1)C12CC(OC)(CC1)CC2;m_274310____15937386____15944430____15869892;32
O=C(N1CC(CCO)N(c2ncnc3c2[nH]c(C)c3)CC1)C1(C)CCC1;m_274310____15937612____14118996____15869892;32
O=C(N(CC(Nc1ncnc2c1[nH]c(C)c2)C)C)C1CC(OC)CCC1;m_274310____14113170____14116454____15869892;32
O=C(NC1(CNc2ncnc3c2[nH]c(C)c3)CCCC1)C1OC(C)CC1;m_274310____14112810____15941862____15869892;32
O=C(NCC(Nc1ncnc2c1[nH]c(C)c2)C1CC1)C(CCOC)CC;m_274310____14112692____15944994____15869892;32
