SMILES of Virtual Hit Molecule;Enamine ID;Rank
O=C(NCCC1(O)CCNCC1)CN1c2c(Sc3c1cccc3)cccc2;Z3520344161;21
O=C(NCC(O)(COC)CO)CN1c2c(Sc3c1cccc3)cccc2;Z3649140693;21
O=C(CN1c2c(Sc3c1cccc3)cccc2)N1C[C@@H]2[C@H](CO)CO[C@@H]2C1;Z4026958791;22
O=C(N[C@H]1C[C@@H](C(=O)OC)NC1)CN1c2c(Sc3c1cccc3)cccc2;Z3385787571;22
O=C(NC1CN(CCCO)CCC1)CN1c2c(Sc3c1cccc3)cccc2;Z2714045224;23
O=C(NC(COC)C1OCCC1)CN1c2c(Sc3c1cccc3)cccc2;Z2711384670;24
S(C)c1cc2N(C(=O)COC(=O)C3N(C(=O)C(C)C)CCC3)c3c(Sc2cc1)cccc3;Z967837264;24
Clc1cc2N(C(=O)C(NC(COC)C3OCCC3)C)c3c(Sc2cc1)cccc3;Z1917797297;25
O=C(N[C@@H]1C[C@]2(C(=O)O)[C@H](C1)C2)CN1c2c(Sc3c1cccc3)cccc2;Z2755675104;25
O=C(NCC1(C)C2OC(C1)CC2)CN1c2c(Sc3c1cccc3)cccc2;Z2714720881;26
O=C(OCC(=O)N1c2c(Sc3c1cccc3)cccc2)CCNC(=O)c1c(O)cc(C)cc1;Z1016336436;27
O=C(NC(C)C1(OC)CCOCC1)CN1c2c(Sc3c1cccc3)cccc2;Z2714630729;27
O=C(CN1c2c(Sc3c1cccc3)cccc2)N1CC(COC)(C2CCC2)C1;Z2715501539;27
O=C(NC[C@H]1[C@@H]2O[C@H](C1)CC2)CN1c2c(Sc3c1cccc3)cccc2;Z3644323885;28
O=C(NC1C(C)(C)C2OCCC12)CN1c2c(Sc3c1cccc3)cccc2;Z2706145613;29
Clc1cc2N(C(=O)COC(=O)C(NC(=O)C3CCC3)C)c3c(Sc2cc1)cccc3;Z1054597186;30
O=C(OC(C(=O)N1c2c(Sc3c1cccc3)cccc2)C)C(O)Cc1ccc(OC)cc1;Z1478856812;31
O=C(NC1CC2(S(=O)(=O)CC1)CC(C(=O)O)C2)CN1c2c(Sc3c1cccc3)cccc2;Z3278712705;31
O=C(CN1c2c(Sc3c1cccc3)cccc2)N1C2(CC(CO)C2)CC1;Z2781773473;32
O=C(NCC1C2(C1)COCC2)CN1c2c(Sc3c1cccc3)cccc2;Z3855555304;32
O=C(OC1CC2N(CC1)CCC2)CN1c2c(Sc3c1cccc3)cccc2;Z2709571568;32
F[C@@H]1CN(C(=O)CN2c3c(Sc4c2cccc4)cccc3)[C@H](C(=O)OC)C1;Z2711594845;33
O=C(CN1c2c(Sc3c1cccc3)cccc2)N1C(C2C(=O)CCC2)CCC1;Z2708810421;34
O=C(NC1CC(C(O)(C)C)C1)CN1c2c(Sc3c1cccc3)cccc2;Z3060118127;35
O=C(OC(C(=O)N1c2c(Sc3c1cccc3)cccc2)C)C(OC)c1ccc(O)cc1;Z1691846988;36
O=C(C(OC(=O)C1N(C(=O)CCC)CCC1)C)N1c2c(Sc3c1cccc3)cccc2;Z1303776195;36
O=C(COC(=O)C1(CC(=O)N2CCOCC2)CCCC1)N1c2c(Sc3c1cccc3)cccc2;Z76797778;36
O=C(CN1c2c(Sc3c1cccc3)cccc2)N1CC2(OCC(=O)C2)CC1;Z4049323838;37
O=C(C(OC(=O)C1(C(C)C)CC(=O)NC1)C)N1c2c(Sc3c1cccc3)cccc2;Z2187697398;37
O=C(NCCN1C[C@@H](O)CC1)CN1c2c(Sc3c1cccc3)cccc2;Z2723372875;37
O=C(CN1c2c(Sc3c1cccc3)cccc2)N1CC2NC(=O)CCC2C1;Z3597594558;38
O=C(CN1c2c(Sc3c1cccc3)cccc2)N1C[C@H]2OC(=O)N[C@H]2CC1;Z3706498450;39
O=C(NC1C(C(=O)N)CCC1)CN1c2c(Sc3c1cccc3)cccc2;Z2706455264;40
O=C(N[C@@H]([C@H](OC)C)CO)CN1c2c(Sc3c1cccc3)cccc2;m_22____16629792____12216490;40
O=C(CN1c2c(Sc3c1cccc3)cccc2)N1C(C2COCC2)CC1;Z3057339609;41
